topic	case	argued	decided	opinion
first_amendment	Schad v. Borough of Mount Ephraim	Argued: February 25, 1981	Decided: June 1, 1981	Opinion, White
first_amendment	Heffron v. International Soc'y for Krishna Consciousness	Argued: April 20, 1981	Decided: June 22, 1981	Opinion, White
first_amendment	453 U.S. 490	NA	NA	NA
first_amendment	Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.	Argued: November 4, 1981	Decided: January 12, 1982	Opinion, Rehnquist
first_amendment	456 U.S. 45	NA	NA	NA
first_amendment	Globe Newspaper Co. v. Superior Court	Argued: March 29, 1982	Decided: June 23, 1982	Opinion, Brennan
first_amendment	Board of Educ. v. Pico	Argued: March 2, 1982	Decided: June 25, 1982	Opinion, Brennan
first_amendment	458 U.S. 747	NA	NA	NA
first_amendment	Connick v. Myers	Argued: November 8, 1982	Decided: April 20, 1983	Opinion, White
first_amendment	Mueller v. Allen	Argued: April 18, 1983	Decided: June 29, 1983	Opinion, Rehnquist
first_amendment	Marsh v. Chambers	Argued: April 20, 1983	Decided: July 5, 1983	Opinion, Burger
first_amendment	465 U.S. 668	NA	NA	NA
first_amendment	466 U.S. 789	NA	NA	NA
first_amendment	Clark v. Community for Creative Nonviolence	Argued: March 21, 1984	Decided: June 29, 1984	Opinion, White
first_amendment	472 U.S. 38	NA	NA	NA
first_amendment	Estate of Thornton v. Caldor, Inc.	Argued: November 7, 1984	Decided: June 26, 1985	Opinion, Burger
first_amendment	473 U.S. 373	NA	NA	NA
first_amendment	Aguilar v. Felton	Argued: December 5, 1984	Decided: July 1, 1985  [*]	Opinion, Brennan
first_amendment	473 U.S. 788	NA	NA	NA
first_amendment	Goldman v. Weinberger	Argued: January 14, 1986	Decided: March 25, 1986	Opinion, Rehnquist
first_amendment	Bowen v. Roy	Argued: January 14, 1986	Decided: June 11, 1986	Opinion, Burger
first_amendment	Bethel School Dist. No. 403 v. Fraser	Argued: March 3, 1986	Decided: July 7, 1986	Opinion, Burger
first_amendment	Hobbie v. Unemployment Appeals Comm'n of Florida	Argued: December 10, 1986	Decided: February 26, 1987	Opinion, Brennan
first_amendment	Board of Airport Commissioners of the City of Los Angeles v. Jews for Jesus, Inc.	Argued: March 3, 1987	Decided: June 15, 1987	Opinion, O'Connor
first_amendment	484 U.S. 260	NA	NA	NA
first_amendment	Hustler Magazine, Inc. v. Falwell	Argued: December 2, 1987	Decided: February 24, 1988	Opinion, Rehnquist
first_amendment	Boos v. Barry	Argued: November 9, 1987	Decided: March 22, 1988	Opinion, O'Connor
first_amendment	Lyng v. Northwest Indian Cemetery Protective Association	Argued: November 30, 1987	Decided: April 19, 1988	Opinion, O'Connor
first_amendment	Frisby v. Schultz	Argued: April 20, 1988	Decided: June 27, 1988	Opinion, O'Connor
first_amendment	Texas v. Johnson	Argued: March 21, 1989	Decided: June 21, 1989	Opinion, Brennan
first_amendment	491 U.S. 576	NA	NA	NA
first_amendment	Ward v. Rock Against Racism	Argued: February 27, 1989	Decided: June 22, 1989	Opinion, Kennedy
first_amendment	County of Allegheny v. American Civil Liberties Union, Greater Pittsburgh Chapter	Argued: February 22, 1989	Decided: July 3, 1989  [*]	Opinion, Blackmun
first_amendment	Employment Division v. Smith	Argued: Nov. 6, 1989	Decided: April 17, 1990	Opinion, Scalia
first_amendment	Osborne v. Ohio	Argued: Dec. 5, 1989	Decided: April 18, 1990	Opinion, White
first_amendment	Board of Education of Westside Community Schools v. Mergens By and Through Mergens	Argued: Jan. 9, 1990	Decided: June 4, 1990	Opinion, O'Connor
first_amendment	United States v. Eichman	Argued: May 14, 1990	Decided: June 11, 1990	Opinion, Brennan
first_amendment	Milkovich v. Lorain Journal Co.	Argued: April 24, 1990	Decided: June 21, 1990	Opinion, Rehnquist
first_amendment	497 U.S. 62	NA	NA	NA
first_amendment	Rust v. Sullivan	Argued: Oct. 30, 1990	Decided: May 23, 1991	Opinion, Rehnquist
first_amendment	Barnes v. Glen Theatre, Inc.	Argued: Jan. 8, 1991	Decided: June 21, 1991	Opinion, Rehnquist
first_amendment	Cohen v. Cowles Media Co.	Argued: March 27, 1991	Decided: June 24, 1991	Opinion, White
first_amendment	Lee v. Weisman	Argued: Nov. 6, 1991	Decided: June 24, 1992	Opinion, Kennedy
first_amendment	International Society for Krishna Consciousness, Inc. v. Lee	Argued: March 25, 1992	Decided: June 26, 1992	Opinion, Rehnquist
first_amendment	Lamb's Chapel v. Center Moriches Union Free School District	Argued: Feb. 24, 1993	Decided: June 7, 1993	Opinion, White
first_amendment	Church of Lukumi Babalu Aye, Inc. v. City of Hialeah	Argued: Nov. 4, 1992	Decided: June 11, 1993	Opinion, Kennedy
first_amendment	Rosenberger v. Rector & Visitors of the University of Virginia	Argued: March 1, 1995	Decided: 	Opinion, Kennedy
first_amendment	Reno v. ACLU	Argued: March 19, 1997	Decided: June 26, 1997	Opinion, Stevens
first_amendment	524 U.S. 569	NA	NA	NA
first_amendment	SANTA FE INDEPENDENT SCHOOL DIST. v. DOE	NA	NA	NA
first_amendment	California Democratic Party v. Jones	Argued: April 24, 2000	Decided: June 26, 2000	Opinion, Scalia
first_amendment	530 U.S. 640	NA	NA	NA
first_amendment	530 U.S. 793	NA	NA	NA
first_amendment	NA	NA	NA	NA
first_amendment	NA	NA	NA	NA
first_amendment	NA	NA	NA	NA
flag_desecration	Stromberg v. California	Argued: April 15, 1931	Decided: May 18, 1931	Opinion, Hughes
flag_desecration	Street v. New York	Argued: October 21, 1968	Decided: April 21, 1969	Opinion, Harlan
flag_desecration	Spence v. Washington	Argued: January 9, 1974	Decided: June 25, 1974	NA
flag_desecration	Texas v. Johnson	Argued: March 21, 1989	Decided: June 21, 1989	Opinion, Brennan
flag_desecration	United States v. Eichman	Argued: May 14, 1990	Decided: June 11, 1990	Opinion, Brennan
foreign_affairs	Afroyim v. Rusk	Argued: February 20, 1967	Decided: May 29, 1967	Opinion, Black
foreign_affairs	453 U.S. 654	NA	NA	NA
forum	Heffron v. International Soc'y for Krishna Consciousness	Argued: April 20, 1981	Decided: June 22, 1981	Opinion, White
forum	473 U.S. 788	NA	NA	NA
forum	484 U.S. 260	NA	NA	NA
forum	Ward v. Rock Against Racism	Argued: February 27, 1989	Decided: June 22, 1989	Opinion, Kennedy
forum	Lamb's Chapel v. Center Moriches Union Free School District	Argued: Feb. 24, 1993	Decided: June 7, 1993	Opinion, White
fourteenth_amendment	Ableman v. Booth	Argued: 	Decided: 	Opinion, Taney
fourteenth_amendment	Slaughterhouse Cases	Argued: 	Decided: 	Opinion, Miller
fourteenth_amendment	Munn v. Illinois	Argued: 	Decided: 	Opinion, Waite
fourteenth_amendment	169 U.S. 366	NA	NA	NA
fourteenth_amendment	United States v. Wong Kim Ark	Argued: March 5, 8, 1897	Decided: March 28, 1898	Opinion, Gray
fourteenth_amendment	Lochner v. New York	Argued: February 23, 24, 1905	Decided: April 17, 1905	Opinion, Peckham
fourteenth_amendment	Tyson & Brother v. Banton	Argued: October 6, 7, 1926	Decided: February 28, 1927	Opinion, Sutherland
fourteenth_amendment	Nebbia v. New York	Argued: December 4, 5, 1933	Decided: March 5, 1934	Opinion, Roberts
fourteenth_amendment	Perez v. Brownell	Argued: May 1, 1957	Decided: March 31, 1958  [*]	Opinion, Frankfurter
fourteenth_amendment	Bartkus v. Illinois	Argued: November 19, 1957	Decided: March 30, 1959	Opinion, Frankfurter
fourteenth_amendment	Monroe v. Pape	Argued: November 8, 1960	Decided: February 20, 1961	Opinion, Douglas
fourteenth_amendment	Schneider v. Rusk	Argued: April 2, 1964	Decided: May 18, 1964	Opinion, Douglas
fourteenth_amendment	Evans v. Newton	Argued: November 9-10, 1965	Decided: January 17, 1966	Opinion, Douglas
fourteenth_amendment	383 U.S. 663	NA	NA	NA
fourteenth_amendment	384 U.S. 641	NA	NA	NA
fourteenth_amendment	Loving v. Virginia	Argued: April 10, 1967	Decided: June 12, 1967	Opinion, Warren
fourteenth_amendment	Dandridge v. Williams	Argued: December 9, 1969	Decided: April 6, 1970	Opinion, Stewart
fourteenth_amendment	North Carolina State Board of Education v. Swann	Argued: October 13, 1970	Decided: April 20, 1971	Opinion, Burger
fourteenth_amendment	Reed v. Reed	Argued: October 19, 1971	Decided: November 22, 1971	Opinion, Burger
fourteenth_amendment	407 U.S. 67	NA	NA	NA
fourteenth_amendment	407 U.S. 163	NA	NA	NA
fourteenth_amendment	408 U.S. 92	NA	NA	NA
fourteenth_amendment	Grayned v. City of Rockford	Argued: January 19, 1972	Decided: June 26, 1972	Opinion, Marshall
fourteenth_amendment	Furman v. Georgia	Argued: January 17, 1972	Decided: June 29, 1972  [*]	NA
fourteenth_amendment	408 U.S. 564	NA	NA	NA
fourteenth_amendment	Perry v. Sindermann	Argued: January 18, 1972	Decided: June 29, 1972	Opinion, Stewart
fourteenth_amendment	Mahan v. Howell	Argued: December 12, 1972	Decided: February 21, 1973  [*]	Opinion, Rehnquist
fourteenth_amendment	Schneckloth v. Bustamonte	Argued: October 10, 1972	Decided: May 29, 1973	Opinion, Stewart
fourteenth_amendment	424 U.S. 693	NA	NA	NA
fourteenth_amendment	Hampton v. Mow Sun Wong	Argued: January 13, 1975	Decided: June 1, 1976	Opinion, Stevens
fourteenth_amendment	427 U.S. 50	NA	NA	NA
fourteenth_amendment	Craig v. Boren	Argued: October 5, 1976	Decided: December 20, 1976	Opinion, Brennan
fourteenth_amendment	Village of Arlington Heights v. Metropolitan	Argued: October 13, 1976	Decided: January 11, 1977	Opinion, Powell
fourteenth_amendment	Califano v. Goldfarb	Argued: October 5, 1976	Decided: March 2, 1977	Opinion, Brennan
fourteenth_amendment	430 U.S. 482	NA	NA	NA
fourteenth_amendment	438 U.S. 234	NA	NA	NA
fourteenth_amendment	Lockett v. Ohio	Argued: January 17, 1978	Decided: July 3, 1978	Opinion, Burger
fourteenth_amendment	Bell v. Ohio	Argued: January 17, 1978	Decided: July 3, 1978	Opinion, Burger
fourteenth_amendment	Orr v. Orr	Argued: November 27, 1978	Decided: March 5, 1979	Opinion, Brennan
fourteenth_amendment	Ambach v. Norwick	Argued: January 10, 1979	Decided: April 17, 1979	Opinion, Powell
fourteenth_amendment	Central Hudson Gas & Elec. Corp. v. Public Service Comm'n	Argued: March 17, 1980	Decided: June 20, 1980	Opinion, Powell
fourteenth_amendment	Pennhurst State School and Hospital v. Halderman	Argued: December 8, 1980	Decided: April 20, 1981  [*]	Opinion, Rehnquist
fourteenth_amendment	451 U.S. 100	NA	NA	NA
fourteenth_amendment	455 U.S. 104	NA	NA	NA
fourteenth_amendment	Lugar v. Edmondson Oil Co., Inc.	Argued: December 8, 1981	Decided: June 25, 1982	Opinion, White
fourteenth_amendment	Loretto v. Teleprompter Manhattan CATV Corp.	Argued: March 30, 1982	Decided: June 30, 1982	Opinion, Marshall
fourteenth_amendment	470 U.S. 869	NA	NA	NA
fourteenth_amendment	Saint Francis College v. Al-Khazraji	Argued: February 25, 1987	Decided: May 18, 1987	Opinion, White
fourteenth_amendment	483 U.S. 825	Argued: March 30, 1987	Decided: June 26, 1987	Opinion, Scalia
fourteenth_amendment	Freeman v. Pitts	Argued: Oct. 7, 1991	Decided: March 31, 1992	Opinion, Kennedy
fourteenth_amendment	BMW of North America, Inc. v. Gore	Argued: October 11, 1995	Decided: May 20, 1996	Opinion, Stevens
fourteenth_amendment	Romer v. Evans	Argued: October 10, 1995	Decided: May 20, 1996	Opinion, Kennedy
fourteenth_amendment	526 U.S. 489	NA	NA	NA
fourteenth_amendment	CHICAGO v. MORALES	NA	NA	Opinion, Stevens
fourteenth_amendment	United States v. Morrison	Argued: January 11, 2000	Decided: May 15, 2000	Opinion, Rehnquist
fourteenth_amendment	Troxel v. Granville	Argued: January 12, 2000	Decided: June 5, 2000	Opinion, O'Connor
fourteenth_amendment	NA	NA	NA	NA
fourth_amendment	Olmstead v. United States	Argued: February 20, 21, 1928	Decided: June 4, 1928	Opinion, Taft
fourth_amendment	Mapp v. Ohio	Argued: March 29, 1961	Decided: June 19, 1961	Opinion, Clark
fourth_amendment	Terry v. Ohio	Argued: December 12, 1967	Decided: June 10, 1968	Opinion, Warren
fourth_amendment	Schneckloth v. Bustamonte	Argued: October 10, 1972	Decided: May 29, 1973	Opinion, Stewart
fourth_amendment	United States v. Calandra	Argued: October 11, 1973	Decided: January 8, 1974	Opinion, Powell
fourth_amendment	Communist Party of Indiana v. Whitcomb	Argued: October 16, 1973	Decided: January 9, 1974	Opinion, Brennan
fourth_amendment	United States v. Watson	Argued: October 8, 1975	Decided: January 26, 1976	Opinion, White
fourth_amendment	South Dakota v. Opperman	Argued: March 29, 1976	Decided: July 6, 1976	Opinion, Burger
fourth_amendment	Delaware v. Prouse	Argued: January 17, 1979	Decided: March 27, 1979	Opinion, White
fourth_amendment	Brown v. Texas	Argued: February 21, 1979	Decided: June 25, 1979	Opinion, Burger
fourth_amendment	United States v. Mendenhall	Argued: February 19, 1980	Decided: May 27, 1980	Opinion, Stewart
fourth_amendment	455 U.S. 1	NA	NA	NA
fourth_amendment	United States v. Ross	Argued: March 1, 1982	Decided: June 1, 1982	Opinion, Stevens
fourth_amendment	Illinois v. Gates	Argued: October 13, 1982	Decided: June 8, 1983	Opinion, Rehnquist
fourth_amendment	Oliver v. United States	Argued: November 9, 1983	Decided: April 17, 1984  [*]	Opinion, Powell
fourth_amendment	466 U.S. 380	NA	NA	NA
fourth_amendment	United States v. Leon	Argued: January 17, 1984	Decided: July 5, 1984	Opinion, White
fourth_amendment	468 U.S. 981	NA	NA	NA
fourth_amendment	New Jersey v. T.L.O.	Argued: March 28, 1984	Decided: January 15, 1985	Opinion, White
fourth_amendment	California v. Carney	Argued: October 30, 1984	Decided: May 13, 1985	Opinion, Burger
fourth_amendment	New York v. Class	Argued: November 4, 1985	Decided: February 25, 1986	Opinion, O'Connor
fourth_amendment	California v. Ciraolo	Argued: December 10, 1985	Decided: May 19, 1986	Opinion, Burger
fourth_amendment	486 U.S. 35	NA	NA	NA
fourth_amendment	Skinner v. Railway Labor Executives' Association	Argued: November 2, 1988	Decided: March 21, 1989	Opinion, Kennedy
fourth_amendment	Michigan Dep't of State Police v. Sitz	Argued: Feb. 27, 1990	Decided: June 14, 1990	Opinion, Rehnquist
fourth_amendment	Florida v. Bostick	Argued: Feb. 26, 1991	Decided: June 20, 1991	Opinion, O'Connor
fourth_amendment	519 U.S. 33	NA	NA	NA
fourth_amendment	Maryland v. Wilson	Argued: December 11, 1996	Decided: February 19, 1997	Opinion, Rehnquist
fourth_amendment	526 U.S. 603	NA	NA	NA
fourth_amendment	529 U.S. 266	NA	NA	NA
fourth_amendment	NA	NA	NA	NA
fourth_amendment	NA	NA	NA	NA
fourth_amendment	NA	NA	NA	NA
fourth_amendment	NA	NA	NA	NA
fourth_amendment	NA	NA	NA	NA
freedom_of_assembly	Whitney v. California	Argued: October 6, 1925	Decided: May 16, 1927	Opinion, Sanford
freedom_of_assembly	De Jonge v. Oregon	Argued: December 9, 1936	Decided: January 4, 1937	Opinion, Hughes
freedom_of_assembly	Hague v. Committee for Industrial Organization	Argued: February 27, 28, 1939	Decided: June 5, 1939	Opinion, Roberts
freedom_of_assembly	339 U.S. 382	NA	NA	NA
freedom_of_assembly	Adler v. Board of Education of City of New York	Argued: January 3, 1952	Decided: March 3, 1952	Opinion, Minton
freedom_of_assembly	Yates v. United States	Argued: October 8-9, 1956	Decided: June 17, 1957  [*]	Opinion, Harlan
freedom_of_assembly	National Association for the Advancement of Colored People v. Patterson	Argued: January 15-16, 1958	Decided: June 30, 1958	Opinion, Harlan
freedom_of_assembly	Shelton v. Tucker	Argued: November 7, 1960	Decided: December 12, 1960  [*]	Opinion, Stewart
freedom_of_assembly	Edwards v. South Carolina	Argued: December 13, 1962	Decided: February 25, 1963	Opinion, Stewart
freedom_of_assembly	Cox v. Louisiana	Argued: October 21, 1964	Decided: January 18, 1965	Opinion, Goldberg
freedom_of_assembly	Cox v. Louisiana	Argued: October 21-22, 1964	Decided: January 18, 1965	Opinion, Goldberg
freedom_of_assembly	448 U.S. 555	NA	NA	NA
freedom_of_association	Whitney v. California	Argued: October 6, 1925	Decided: May 16, 1927	Opinion, Sanford
freedom_of_association	De Jonge v. Oregon	Argued: December 9, 1936	Decided: January 4, 1937	Opinion, Hughes
freedom_of_association	Hague v. Committee for Industrial Organization	Argued: February 27, 28, 1939	Decided: June 5, 1939	Opinion, Roberts
freedom_of_association	339 U.S. 382	NA	NA	NA
freedom_of_association	Adler v. Board of Education of City of New York	Argued: January 3, 1952	Decided: March 3, 1952	Opinion, Minton
freedom_of_association	Kent v. Dulles	Argued: April 10, 1958	Decided: June 16, 1958	Opinion, Douglas
freedom_of_association	National Association for the Advancement of Colored People v. Patterson	Argued: January 15-16, 1958	Decided: June 30, 1958	Opinion, Harlan
freedom_of_association	Barenblatt v. United States	Argued: November 18, 1958	Decided: June 8, 1959	Opinion, Harlan
freedom_of_association	Shelton v. Tucker	Argued: November 7, 1960	Decided: December 12, 1960  [*]	Opinion, Stewart
freedom_of_association	Communist Party of the United States v. Subversive Activities Control Bd. No. 12	Argued: October 11-12, 1960	Decided: 	Opinion, Frankfurter
freedom_of_association	Scales v. United States	Argued: April 29, 1959	Decided: June 5, 1961	Opinion, Harlan
freedom_of_association	National Association for the Advancement of Colored People v. Button	Argued: November 8,1961	Decided: January 14, 1963	Opinion, Brennan
freedom_of_association	Edwards v. South Carolina	Argued: December 13, 1962	Decided: February 25, 1963	Opinion, Stewart
freedom_of_association	Aptheker v. Secretary of State	Argued: April 21, 1964	Decided: June 22, 1964	Opinion, Goldberg
freedom_of_association	Cox v. Louisiana	Argued: October 21, 1964	Decided: January 18, 1965	Opinion, Goldberg
freedom_of_association	Evans v. Newton	Argued: November 9-10, 1965	Decided: January 17, 1966	Opinion, Douglas
freedom_of_association	Keyishian v. Board of Regents	Argued: November 17, 1966	Decided: January 23, 1967	Opinion, Brennan
